,0
1975-01-01,21.80669
1975-02-01,22.04372
1975-03-01,22.122729999999997
1975-04-01,22.28075
1975-05-01,22.51778
1975-06-01,22.75481
1975-07-01,23.07084
1975-08-01,23.30787
1975-09-01,23.386879999999998
1975-10-01,23.5449
1975-11-01,23.78193
1975-12-01,23.86094
1976-01-01,23.93995
1976-02-01,24.09797
1976-03-01,24.17698
1976-04-01,24.25599
1976-05-01,24.41401
1976-06-01,24.572029999999998
1976-07-01,24.73005
1976-08-01,24.73005
1976-09-01,24.888070000000003
1976-10-01,25.04609
1976-11-01,25.1251
1976-12-01,25.20411
1977-01-01,25.44114
1977-02-01,25.59916
1977-03-01,25.9152
1977-04-01,26.073220000000003
1977-05-01,26.389259999999997
1977-06-01,26.468259999999997
1977-07-01,26.7843
1977-08-01,26.7843
1977-09-01,27.02133
1977-10-01,27.258359999999996
1977-11-01,27.41638
1977-12-01,27.5744
1978-01-01,27.73242
1978-02-01,27.96945
1978-03-01,28.20648
1978-04-01,28.285490000000003
1978-05-01,28.68054
1978-06-01,28.91757
1978-07-01,29.31261
1978-08-01,29.39162
1978-09-01,29.31261
1978-10-01,29.707659999999997
1978-11-01,29.865679999999998
1978-12-01,29.94469
1979-01-01,30.10271
1979-02-01,30.497759999999996
1979-03-01,30.8138
1979-04-01,31.050829999999998
1979-05-01,31.366870000000002
1979-06-01,31.524890000000003
1979-07-01,31.76192
1979-08-01,31.84093
1979-09-01,32.15697
1979-10-01,32.39399
1979-11-01,32.710029999999996
1979-12-01,32.86805
1980-01-01,33.026070000000004
1980-02-01,33.42112
1980-03-01,33.65815
1980-04-01,33.895179999999996
1980-05-01,34.29023
1980-06-01,34.68528
1980-07-01,34.922309999999996
1980-08-01,35.31736
1980-09-01,35.554390000000005
1980-10-01,35.87042
1980-11-01,36.34448
1980-12-01,36.5025
1981-01-01,37.05557
1981-02-01,37.45062
1981-03-01,37.92468
1981-04-01,38.16171
1981-05-01,38.47775
1981-06-01,39.10983
1981-07-01,39.42586
1981-08-01,39.7419
1981-09-01,40.05794
1981-10-01,40.45299
1981-11-01,40.76903
1981-12-01,40.92705
1982-01-01,41.24309
1982-02-01,41.71714
1982-03-01,42.27021
1982-04-01,42.50724
1982-05-01,43.06031
1982-06-01,43.53437
1982-07-01,43.7714
1982-08-01,43.92942
1982-09-01,44.16645
1982-10-01,44.482490000000006
1982-11-01,44.71952
1982-12-01,44.71952
1983-01-01,44.64051
1983-02-01,44.87754
1983-03-01,45.35159
1983-04-01,45.35159
1983-05-01,45.4306
1983-06-01,45.90466
1983-07-01,46.141690000000004
1983-08-01,46.37872
1983-09-01,46.37872
1983-10-01,46.694759999999995
1983-11-01,46.694759999999995
1983-12-01,46.77377
1984-01-01,47.08981
1984-02-01,47.326840000000004
1984-03-01,47.40585
1984-04-01,47.56387
1984-05-01,47.56387
1984-06-01,47.879909999999995
1984-07-01,48.037929999999996
1984-08-01,48.037929999999996
1984-09-01,48.11694
1984-10-01,48.27496
1984-11-01,48.51198
1984-12-01,48.51198
1985-01-01,48.74901
1985-02-01,49.06505
1985-03-01,49.144059999999996
1985-04-01,49.38109
1985-05-01,49.53911
1985-06-01,49.776140000000005
1985-07-01,50.01317
1985-08-01,50.01317
1985-09-01,50.09218
1985-10-01,50.2502
1985-11-01,50.40822
1985-12-01,50.64524
1986-01-01,50.88227
1986-02-01,51.1193
1986-03-01,51.27732
1986-04-01,51.27732
1986-05-01,51.59336
1986-06-01,51.67237
1986-07-01,52.06742
1986-08-01,52.14643
