,US-JP_2Y,US-AU_2Y,US-CA_2Y,US-EU_2Y,US-GB_2Y,US-JP_10Y,US-AU_10Y,US-CA_10Y,US-EU_10Y,US-GB_10Y,US-JP_CPI_YOY,US-AU_CPI_YOY,US-CA_CPI_YOY,US-EU_CPI_YOY,US-GB_CPI_YOY,VIX
1999-10-07,5.82,5.82,5.82,5.82,5.82,4.358,-0.5566666670000009,-0.03950000000000031,0.57836419047619,0.16990000000000016,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,23.58
1999-10-08,5.8,5.8,5.8,5.8,5.8,4.348,-0.5666666670000007,-0.0495000000000001,0.5683641904761902,0.15990000000000038,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,20.49
1999-10-11,5.8,5.8,5.8,5.8,5.8,4.348,-0.5666666670000007,-0.0495000000000001,0.5683641904761902,0.15990000000000038,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,20.63
1999-10-12,5.82,5.82,5.82,5.82,5.82,4.378,-0.5366666670000004,-0.01949999999999985,0.5983641904761905,0.18990000000000062,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,22.84
1999-10-13,5.87,5.87,5.87,5.87,5.87,4.428,-0.4866666670000006,0.03049999999999997,0.6483641904761903,0.23990000000000045,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,25.96
1999-10-14,5.9,5.9,5.9,5.9,5.9,4.478,-0.4366666670000008,0.0804999999999998,0.6983641904761901,0.28990000000000027,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,26.05
1999-10-15,5.82,5.82,5.82,5.82,5.82,4.398,-0.5166666670000009,0.0004999999999997229,0.6183641904761901,0.2099000000000002,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,28.75
1999-10-18,5.85,5.85,5.85,5.85,5.85,4.428,-0.4866666670000006,0.03049999999999997,0.6483641904761903,0.23990000000000045,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,28.19
1999-10-19,5.92,5.92,5.92,5.92,5.92,4.4879999999999995,-0.426666667000001,0.09049999999999958,0.7083641904761899,0.29990000000000006,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,26.56
1999-10-20,5.94,5.94,5.94,5.94,5.94,4.498,-0.4166666670000003,0.10050000000000026,0.7183641904761906,0.30990000000000073,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,23.9
1999-10-21,5.93,5.93,5.93,5.93,5.93,4.508,-0.40666666700000054,0.11050000000000004,0.7283641904761904,0.3199000000000005,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,24.02
1999-10-22,5.96,5.96,5.96,5.96,5.96,4.518,-0.39666666700000075,0.12049999999999983,0.7383641904761902,0.3299000000000003,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,21.64
1999-10-25,5.98,5.98,5.98,5.98,5.98,4.528,-0.38666666700000096,0.13049999999999962,0.74836419047619,0.3399000000000001,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,23.6
1999-10-26,6.02,6.02,6.02,6.02,6.02,4.548,-0.3666666670000005,0.15050000000000008,0.7683641904761904,0.35990000000000055,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,24.26
1999-10-27,5.94,5.94,5.94,5.94,5.94,4.498,-0.4166666670000003,0.10050000000000026,0.7183641904761906,0.30990000000000073,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,24.2
1999-10-28,5.87,5.87,5.87,5.87,5.87,4.428,-0.4866666670000006,0.03049999999999997,0.6483641904761903,0.23990000000000045,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,21.34
1999-10-29,5.79,5.79,5.79,5.79,5.79,4.327999999999999,-0.5866666670000011,-0.06950000000000056,0.5483641904761898,0.1398999999999999,3.26884633950445,0.645128990542454,0.2699541112495041,1.1738383372284833,1.0283679795909162,22.2
1999-11-01,5.83,5.83,5.83,5.83,5.83,4.242999999999999,-0.4963636360000008,0.025238095238099056,0.875793181818179,0.7454999999999998,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,22.09
1999-11-02,5.81,5.81,5.81,5.81,5.81,4.223,-0.5163636360000003,0.005238095238099483,0.8557931818181794,0.7255000000000003,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,23.1
1999-11-03,5.79,5.79,5.79,5.79,5.79,4.193,-0.5463636360000006,-0.024761904761900766,0.8257931818181792,0.6955,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,23.16
1999-11-04,5.74,5.74,5.74,5.74,5.74,4.133,-0.6063636360000002,-0.08476190476190038,0.7657931818181796,0.6355000000000004,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,23.0
1999-11-05,5.72,5.72,5.72,5.72,5.72,4.103,-0.6363636360000005,-0.11476190476190062,0.7357931818181793,0.6055000000000001,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,21.66
1999-11-08,5.74,5.74,5.74,5.74,5.74,4.133,-0.6063636360000002,-0.08476190476190038,0.7657931818181796,0.6355000000000004,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,21.87
1999-11-09,5.77,5.77,5.77,5.77,5.77,4.153,-0.5863636360000006,-0.0647619047619008,0.7857931818181791,0.6555,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,22.7
1999-11-10,5.81,5.81,5.81,5.81,5.81,4.183,-0.5563636360000004,-0.03476190476190055,0.8157931818181794,0.6855000000000002,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,22.26
1999-11-11,5.81,5.81,5.81,5.81,5.81,4.183,-0.5563636360000004,-0.03476190476190055,0.8157931818181794,0.6855000000000002,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,22.07
1999-11-12,5.78,5.78,5.78,5.78,5.78,4.1129999999999995,-0.6263636360000007,-0.10476190476190084,0.7457931818181791,0.6154999999999999,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,21.65
1999-11-15,5.79,5.79,5.79,5.79,5.79,4.123,-0.616363636,-0.09476190476190016,0.7557931818181798,0.6255000000000006,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,22.74
1999-11-16,5.85,5.85,5.85,5.85,5.85,4.153,-0.5863636360000006,-0.0647619047619008,0.7857931818181791,0.6555,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,20.73
1999-11-17,5.9,5.9,5.9,5.9,5.9,4.223,-0.5163636360000003,0.005238095238099483,0.8557931818181794,0.7255000000000003,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,20.96
1999-11-18,5.9,5.9,5.9,5.9,5.9,4.242999999999999,-0.4963636360000008,0.025238095238099056,0.875793181818179,0.7454999999999998,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,19.76
1999-11-19,5.92,5.92,5.92,5.92,5.92,4.253,-0.4863636360000001,0.03523809523809973,0.8857931818181797,0.7555000000000005,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,19.11
1999-11-22,5.95,5.95,5.95,5.95,5.95,4.273,-0.4663636360000005,0.055238095238099305,0.9057931818181792,0.7755000000000001,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,19.98
1999-11-23,5.93,5.93,5.93,5.93,5.93,4.263,-0.4763636360000003,0.04523809523809952,0.8957931818181795,0.7655000000000003,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,21.0
1999-11-24,5.97,5.97,5.97,5.97,5.97,4.273,-0.4663636360000005,0.055238095238099305,0.9057931818181792,0.7755000000000001,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,20.26
1999-11-25,5.97,5.97,5.97,5.97,5.97,4.273,-0.4663636360000005,0.055238095238099305,0.9057931818181792,0.7755000000000001,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,20.26
1999-11-26,5.99,5.99,5.99,5.99,5.99,4.303,-0.4363636360000003,0.08523809523809955,0.9357931818181795,0.8055000000000003,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,22.33
1999-11-29,6.04,6.04,6.04,6.04,6.04,4.393,-0.3463636360000004,0.1752380952380994,1.0257931818181794,0.8955000000000002,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,23.57
1999-11-30,6.01,6.01,6.01,6.01,6.01,4.3629999999999995,-0.37636363600000067,0.14523809523809916,0.9957931818181791,0.8654999999999999,3.832469844614006,0.7029443005570846,0.4369400889669306,1.0955066084412213,1.0883200168386953,24.18
1999-12-01,6.04,6.04,6.04,6.04,6.04,4.443,-0.5271428570000003,0.07000000000000028,0.9056434782608695,0.8210000000000006,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,22.23
1999-12-02,6.06,6.06,6.06,6.06,6.06,4.473000000000001,-0.49714285700000005,0.10000000000000053,0.9356434782608698,0.8510000000000009,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.77
1999-12-03,5.99,5.99,5.99,5.99,5.99,4.4030000000000005,-0.5671428570000003,0.03000000000000025,0.8656434782608695,0.7810000000000006,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,19.32
1999-12-06,5.98,5.98,5.98,5.98,5.98,4.393000000000001,-0.5771428570000001,0.020000000000000462,0.8556434782608697,0.7710000000000008,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,20.58
1999-12-07,5.95,5.95,5.95,5.95,5.95,4.343,-0.6271428569999999,-0.02999999999999936,0.8056434782608699,0.721000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.09
1999-12-08,5.98,5.98,5.98,5.98,5.98,4.383000000000001,-0.5871428569999999,0.010000000000000675,0.8456434782608699,0.761000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.25
1999-12-09,5.96,5.96,5.96,5.96,5.96,4.372999999999999,-0.5971428570000006,0.0,0.8356434782608693,0.7510000000000003,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.19
1999-12-10,5.93,5.93,5.93,5.93,5.93,4.313000000000001,-0.6571428570000002,-0.05999999999999961,0.7756434782608697,0.6910000000000007,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.48
1999-12-13,5.96,5.96,5.96,5.96,5.96,4.343,-0.6271428569999999,-0.02999999999999936,0.8056434782608699,0.721000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.72
1999-12-14,6.07,6.07,6.07,6.07,6.07,4.452999999999999,-0.5171428570000005,0.08000000000000007,0.9156434782608693,0.8310000000000004,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,23.06
1999-12-15,6.1,6.1,6.1,6.1,6.1,4.4830000000000005,-0.48714285700000026,0.11000000000000032,0.9456434782608696,0.8610000000000007,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,22.03
1999-12-16,6.15,6.15,6.15,6.15,6.15,4.542999999999999,-0.42714285700000065,0.16999999999999993,1.0056434782608692,0.9210000000000003,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.91
1999-12-17,6.15,6.15,6.15,6.15,6.15,4.5329999999999995,-0.43714285700000044,0.16000000000000014,0.9956434782608694,0.9110000000000005,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.35
1999-12-20,6.21,6.21,6.21,6.21,6.21,4.593,-0.37714285699999994,0.22000000000000064,1.05564347826087,0.971000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,23.78
1999-12-21,6.21,6.21,6.21,6.21,6.21,4.6129999999999995,-0.35714285700000037,0.2400000000000002,1.0756434782608695,0.9910000000000005,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,22.66
1999-12-22,6.24,6.24,6.24,6.24,6.24,4.622999999999999,-0.3471428570000006,0.25,1.0856434782608693,1.0010000000000003,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,22.43
1999-12-23,6.24,6.24,6.24,6.24,6.24,4.643000000000001,-0.3271428570000001,0.27000000000000046,1.1056434782608697,1.0210000000000008,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.12
1999-12-24,6.24,6.24,6.24,6.24,6.24,4.643000000000001,-0.3271428570000001,0.27000000000000046,1.1056434782608697,1.0210000000000008,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.12
1999-12-27,6.21,6.21,6.21,6.21,6.21,4.633000000000001,-0.3371428569999999,0.2600000000000007,1.09564347826087,1.011000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,23.07
1999-12-28,6.23,6.23,6.23,6.23,6.23,4.663,-0.30714285700000055,0.29000000000000004,1.1256434782608693,1.0410000000000004,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,22.97
1999-12-29,6.21,6.21,6.21,6.21,6.21,4.633000000000001,-0.3371428569999999,0.2600000000000007,1.09564347826087,1.011000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,23.09
1999-12-30,6.19,6.19,6.19,6.19,6.19,4.622999999999999,-0.3471428570000006,0.25,1.0856434782608693,1.0010000000000003,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,24.76
1999-12-31,6.24,6.24,6.24,6.24,6.24,4.683,-0.2871428570000001,0.3100000000000005,1.1456434782608698,1.0610000000000008,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,24.64
2000-01-03,6.38,6.38,6.38,6.38,6.38,4.813000000000001,-0.1571428570000002,0.4400000000000004,1.2756434782608697,1.1910000000000007,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,24.21
2000-01-04,6.3,6.3,6.3,6.3,6.3,4.723000000000001,-0.24714285700000005,0.35000000000000053,1.1856434782608698,1.1010000000000009,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,27.01
2000-01-05,6.38,6.38,6.38,6.38,6.38,4.853,-0.11714285700000016,0.4800000000000004,1.3156434782608697,1.2310000000000008,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,26.41
2000-01-06,6.35,6.35,6.35,6.35,6.35,4.803000000000001,-0.16714285699999998,0.4300000000000006,1.2656434782608699,1.181000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,25.73
2000-01-07,6.31,6.31,6.31,6.31,6.31,4.753,-0.2171428570000007,0.3799999999999999,1.2156434782608692,1.1310000000000002,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.72
2000-01-10,6.38,6.38,6.38,6.38,6.38,4.803000000000001,-0.16714285699999998,0.4300000000000006,1.2656434782608699,1.181000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.71
2000-01-11,6.45,6.45,6.45,6.45,6.45,4.9030000000000005,-0.06714285700000033,0.5300000000000002,1.3656434782608695,1.2810000000000006,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,22.5
2000-01-12,6.49,6.49,6.49,6.49,6.49,4.952999999999999,-0.01714285700000051,0.5800000000000001,1.4156434782608693,1.3310000000000004,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,22.84
2000-01-13,6.4,6.4,6.4,6.4,6.4,4.8629999999999995,-0.10714285700000037,0.4900000000000002,1.3256434782608695,1.2410000000000005,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.71
2000-01-14,6.44,6.44,6.44,6.44,6.44,4.923,-0.04714285699999987,0.5500000000000007,1.38564347826087,1.301000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,19.66
2000-01-17,6.44,6.44,6.44,6.44,6.44,4.923,-0.04714285699999987,0.5500000000000007,1.38564347826087,1.301000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,19.66
2000-01-18,6.47,6.47,6.47,6.47,6.47,4.9830000000000005,0.012857142999999738,0.6100000000000003,1.4456434782608696,1.3610000000000007,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.5
2000-01-19,6.46,6.46,6.46,6.46,6.46,4.963000000000001,-0.007142856999999836,0.5900000000000007,1.42564347826087,1.341000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.72
2000-01-20,6.49,6.49,6.49,6.49,6.49,5.023,0.05285714299999977,0.6500000000000004,1.4856434782608696,1.4010000000000007,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,21.75
2000-01-21,6.48,6.48,6.48,6.48,6.48,5.023,0.05285714299999977,0.6500000000000004,1.4856434782608696,1.4010000000000007,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,20.82
2000-01-24,6.43,6.43,6.43,6.43,6.43,4.923,-0.04714285699999987,0.5500000000000007,1.38564347826087,1.301000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,24.07
2000-01-25,6.44,6.44,6.44,6.44,6.44,4.933,-0.037142857000000085,0.5600000000000005,1.3956434782608698,1.3110000000000008,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,23.02
2000-01-26,6.45,6.45,6.45,6.45,6.45,4.923,-0.04714285699999987,0.5500000000000007,1.38564347826087,1.301000000000001,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,23.03
2000-01-27,6.51,6.51,6.51,6.51,6.51,4.913,-0.057142857000000546,0.54,1.3756434782608693,1.2910000000000004,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,23.54
2000-01-28,6.58,6.58,6.58,6.58,6.58,4.893000000000001,-0.07714285700000012,0.5200000000000005,1.3556434782608697,1.2710000000000008,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,26.14
2000-01-31,6.61,6.61,6.61,6.61,6.61,4.913,-0.057142857000000546,0.54,1.3756434782608693,1.2910000000000004,3.7920395113936856,0.7589898842985221,0.047693676348270486,0.8530216965149773,1.1486212489862258,24.95
2000-02-01,6.6,6.6,6.6,6.6,6.6,4.824,-0.33761904799999964,0.28142857142857114,0.9564006190476197,0.9853000000000005,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,23.45
2000-02-02,6.63,6.63,6.63,6.63,6.63,4.803999999999999,-0.3576190480000001,0.2614285714285707,0.9364006190476193,0.9653,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,23.12
2000-02-03,6.56,6.56,6.56,6.56,6.56,4.694,-0.46761904799999954,0.15142857142857125,0.8264006190476199,0.8553000000000006,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,22.01
2000-02-04,6.63,6.63,6.63,6.63,6.63,4.734,-0.4276190479999995,0.19142857142857128,0.8664006190476199,0.8953000000000007,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,21.54
2000-02-07,6.68,6.68,6.68,6.68,6.68,4.843999999999999,-0.31761904800000007,0.3014285714285707,0.9764006190476193,1.0053,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,22.79
2000-02-08,6.69,6.69,6.69,6.69,6.69,4.794,-0.3676190479999999,0.2514285714285709,0.9264006190476195,0.9553000000000003,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,21.25
2000-02-09,6.69,6.69,6.69,6.69,6.69,4.763999999999999,-0.39761904800000014,0.22142857142857064,0.8964006190476193,0.9253,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,22.9
2000-02-10,6.67,6.67,6.67,6.67,6.67,4.874,-0.2876190479999998,0.33142857142857096,1.0064006190476196,1.0353000000000003,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,23.07
2000-02-11,6.65,6.65,6.65,6.65,6.65,4.834,-0.32761904799999986,0.2914285714285709,0.9664006190476195,0.9953000000000003,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,24.42
2000-02-14,6.62,6.62,6.62,6.62,6.62,4.763999999999999,-0.39761904800000014,0.22142857142857064,0.8964006190476193,0.9253,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,24.38
2000-02-15,6.66,6.66,6.66,6.66,6.66,4.763999999999999,-0.39761904800000014,0.22142857142857064,0.8964006190476193,0.9253,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,22.92
2000-02-16,6.63,6.63,6.63,6.63,6.63,4.763999999999999,-0.39761904800000014,0.22142857142857064,0.8964006190476193,0.9253,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,23.51
2000-02-17,6.69,6.69,6.69,6.69,6.69,4.784,-0.3776190479999997,0.2414285714285711,0.9164006190476197,0.9453000000000005,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,23.17
2000-02-18,6.66,6.66,6.66,6.66,6.66,4.694,-0.46761904799999954,0.15142857142857125,0.8264006190476199,0.8553000000000006,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,26.0
2000-02-21,6.66,6.66,6.66,6.66,6.66,4.694,-0.46761904799999954,0.15142857142857125,0.8264006190476199,0.8553000000000006,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,26.0
2000-02-22,6.57,6.57,6.57,6.57,6.57,4.564,-0.5976190479999994,0.021428571428571352,0.69640061904762,0.7253000000000007,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,25.86
2000-02-23,6.61,6.61,6.61,6.61,6.61,4.644,-0.5176190479999994,0.10142857142857142,0.77640061904762,0.8053000000000008,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,23.89
2000-02-24,6.52,6.52,6.52,6.52,6.52,4.564,-0.5976190479999994,0.021428571428571352,0.69640061904762,0.7253000000000007,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,24.38
2000-02-25,6.45,6.45,6.45,6.45,6.45,4.564,-0.5976190479999994,0.021428571428571352,0.69640061904762,0.7253000000000007,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,25.2
2000-02-28,6.47,6.47,6.47,6.47,6.47,4.574,-0.5876190479999996,0.03142857142857114,0.7064006190476197,0.7353000000000005,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,24.68
2000-02-29,6.53,6.53,6.53,6.53,6.53,4.624,-0.5376190479999998,0.08142857142857096,0.7564006190476196,0.7853000000000003,3.8321044853624087,0.4156109703927324,0.48870537786154244,1.1937905733518939,1.9662335447009127,23.37
2000-03-01,6.52,6.52,6.52,6.52,6.52,4.571,-0.18043478299999993,0.36173913043477945,0.8993712173913,1.0192999999999994,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,21.64
2000-03-02,6.52,6.52,6.52,6.52,6.52,4.581,-0.17043478299999926,0.37173913043478013,0.9093712173913007,1.0293,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,21.06
2000-03-03,6.5,6.5,6.5,6.5,6.5,4.571,-0.18043478299999993,0.36173913043477945,0.8993712173913,1.0192999999999994,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,19.21
2000-03-06,6.55,6.55,6.55,6.55,6.55,4.601,-0.15043478299999968,0.3917391304347797,0.9293712173913002,1.0492999999999997,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,21.5
2000-03-07,6.48,6.48,6.48,6.48,6.48,4.571,-0.18043478299999993,0.36173913043477945,0.8993712173913,1.0192999999999994,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,24.31
2000-03-08,6.5,6.5,6.5,6.5,6.5,4.561,-0.19043478299999972,0.35173913043477967,0.8893712173913002,1.0092999999999996,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,23.82
2000-03-09,6.48,6.48,6.48,6.48,6.48,4.531,-0.22043478299999997,0.3217391304347794,0.8593712173913,0.9792999999999994,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,22.21
2000-03-10,6.55,6.55,6.55,6.55,6.55,4.571,-0.18043478299999993,0.36173913043477945,0.8993712173913,1.0192999999999994,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,21.24
2000-03-13,6.52,6.52,6.52,6.52,6.52,4.541,-0.2104347829999993,0.3317391304347801,0.8693712173913006,0.9893000000000001,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,22.85
2000-03-14,6.48,6.48,6.48,6.48,6.48,4.491,-0.260434783,0.2817391304347794,0.8193712173912999,0.9392999999999994,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,24.41
2000-03-15,6.5,6.5,6.5,6.5,6.5,4.471,-0.2804347829999996,0.2617391304347798,0.7993712173913003,0.9192999999999998,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,22.34
2000-03-16,6.5,6.5,6.5,6.5,6.5,4.441,-0.3104347829999998,0.23173913043477956,0.7693712173913001,0.8892999999999995,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,20.77
2000-03-17,6.5,6.5,6.5,6.5,6.5,4.381,-0.37043478299999943,0.17173913043477995,0.7093712173913005,0.8292999999999999,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,22.37
2000-03-20,6.52,6.52,6.52,6.52,6.52,4.361,-0.3904347829999999,0.1517391304347795,0.6893712173913,0.8092999999999995,4.27338800785374,0.9597748222917479,0.718647612688561,1.7039097882745713,2.7939478172125387,22.96
