,US-JP_2Y,US-AU_2Y,US-CA_2Y,US-EU_2Y,US-GB_2Y,US-JP_10Y,US-AU_10Y,US-CA_10Y,US-EU_10Y,US-GB_10Y,US-JP_CPI_YOY,US-AU_CPI_YOY,US-CA_CPI_YOY,US-EU_CPI_YOY,US-GB_CPI_YOY,VIX
1976-09-07,6.46,6.46,6.46,6.46,6.46,,-2.3500000000000005,-1.5000000000000009,-2.75514,-6.54,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-08,6.44,6.44,6.44,6.44,6.44,,-2.3500000000000005,-1.5000000000000009,-2.75514,-6.54,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-09,6.49,6.49,6.49,6.49,6.49,,-2.33,-1.4800000000000004,-2.7351399999999995,-6.52,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-10,6.46,6.46,6.46,6.46,6.46,,-2.3500000000000005,-1.5000000000000009,-2.75514,-6.54,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-13,6.47,6.47,6.47,6.47,6.47,,-2.3500000000000005,-1.5000000000000009,-2.75514,-6.54,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-14,6.49,6.49,6.49,6.49,6.49,,-2.3500000000000005,-1.5000000000000009,-2.75514,-6.54,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-15,6.45,6.45,6.45,6.45,6.45,,-2.37,-1.5200000000000005,-2.7751399999999995,-6.56,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-16,6.41,6.41,6.41,6.41,6.41,,-2.3900000000000006,-1.540000000000001,-2.79514,-6.58,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-17,6.26,6.26,6.26,6.26,6.26,,-2.5,-1.6500000000000004,-2.9051399999999994,-6.6899999999999995,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-20,6.34,6.34,6.34,6.34,6.34,,-2.4700000000000006,-1.620000000000001,-2.87514,-6.66,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-21,6.3,6.3,6.3,6.3,6.3,,-2.4800000000000004,-1.6300000000000008,-2.88514,-6.67,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-22,6.36,6.36,6.36,6.36,6.36,,-2.46,-1.6100000000000003,-2.8651399999999994,-6.6499999999999995,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-23,6.35,6.35,6.35,6.35,6.35,,-2.45,-1.6000000000000005,-2.8551399999999996,-6.64,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-24,6.44,6.44,6.44,6.44,6.44,,-2.41,-1.5600000000000005,-2.8151399999999995,-6.6,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-27,6.41,6.41,6.41,6.41,6.41,,-2.3900000000000006,-1.540000000000001,-2.79514,-6.58,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-28,6.36,6.36,6.36,6.36,6.36,,-2.4300000000000006,-1.580000000000001,-2.83514,-6.62,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-29,6.36,6.36,6.36,6.36,6.36,,-2.4300000000000006,-1.580000000000001,-2.83514,-6.62,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-09-30,6.33,6.33,6.33,6.33,6.33,,-2.4400000000000004,-1.5900000000000007,-2.84514,-6.63,-4.302157869549904,-8.34193416077198,-0.9244353817464912,,-8.811529889297322,
1976-10-01,6.24,6.24,6.24,6.24,6.24,,-2.49,-1.6400000000000006,-3.0522600000000004,-8.18,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-04,6.19,6.19,6.19,6.19,6.19,,-2.5200000000000005,-1.6700000000000008,-3.0822600000000007,-8.21,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-05,6.19,6.19,6.19,6.19,6.19,,-2.5100000000000007,-1.660000000000001,-3.072260000000001,-8.2,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-06,6.11,6.11,6.11,6.11,6.11,,-2.54,-1.6900000000000004,-3.1022600000000002,-8.23,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-07,6.09,6.09,6.09,6.09,6.09,,-2.5500000000000007,-1.700000000000001,-3.112260000000001,-8.24,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-08,5.87,5.87,5.87,5.87,5.87,,-2.6000000000000005,-1.7500000000000009,-3.1622600000000007,-8.29,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-11,5.87,5.87,5.87,5.87,5.87,,-2.6000000000000005,-1.7500000000000009,-3.1622600000000007,-8.29,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-12,5.8,5.8,5.8,5.8,5.8,,-2.630000000000001,-1.7800000000000011,-3.192260000000001,-8.32,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-13,5.82,5.82,5.82,5.82,5.82,,-2.630000000000001,-1.7800000000000011,-3.192260000000001,-8.32,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-14,5.81,5.81,5.81,5.81,5.81,,-2.6400000000000006,-1.790000000000001,-3.2022600000000008,-8.33,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-15,5.75,5.75,5.75,5.75,5.75,,-2.670000000000001,-1.8200000000000012,-3.232260000000001,-8.36,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-18,5.77,5.77,5.77,5.77,5.77,,-2.670000000000001,-1.8200000000000012,-3.232260000000001,-8.36,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-19,5.85,5.85,5.85,5.85,5.85,,-2.630000000000001,-1.7800000000000011,-3.192260000000001,-8.32,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-20,5.95,5.95,5.95,5.95,5.95,,-2.6000000000000005,-1.7500000000000009,-3.1622600000000007,-8.29,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-21,5.98,5.98,5.98,5.98,5.98,,-2.5900000000000007,-1.740000000000001,-3.152260000000001,-8.280000000000001,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-22,6.07,6.07,6.07,6.07,6.07,,-2.5,-1.6500000000000004,-3.06226,-8.19,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-25,6.11,6.11,6.11,6.11,6.11,,-2.45,-1.6000000000000005,-3.0122600000000004,-8.14,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-26,6.05,6.05,6.05,6.05,6.05,,-2.5,-1.6500000000000004,-3.06226,-8.19,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-27,6.01,6.01,6.01,6.01,6.01,,-2.5300000000000002,-1.6800000000000006,-3.0922600000000005,-8.219999999999999,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-28,5.99,5.99,5.99,5.99,5.99,,-2.5700000000000003,-1.7200000000000006,-3.1322600000000005,-8.26,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-10-29,6.03,6.03,6.03,6.03,6.03,,-2.5600000000000005,-1.7100000000000009,-3.1222600000000007,-8.25,-3.2786704374339717,-8.821233411397333,-0.911379715449856,,-9.2723894737623,
1976-11-01,6.03,6.03,6.03,6.03,6.03,,-2.62,-1.63,-2.9970000000000008,-8.080000000000002,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-02,6.03,6.03,6.03,6.03,6.03,,-2.62,-1.63,-2.9970000000000008,-8.080000000000002,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-03,6.07,6.07,6.07,6.07,6.07,,-2.5599999999999996,-1.5699999999999994,-2.9370000000000003,-8.02,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-04,5.95,5.95,5.95,5.95,5.95,,-2.62,-1.63,-2.9970000000000008,-8.080000000000002,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-05,6.01,6.01,6.01,6.01,6.01,,-2.59,-1.5999999999999996,-2.9670000000000005,-8.05,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-08,6.04,6.04,6.04,6.04,6.04,,-2.54,-1.5499999999999998,-2.9170000000000007,-8.0,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-09,6.07,6.07,6.07,6.07,6.07,,-2.54,-1.5499999999999998,-2.9170000000000007,-8.0,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-10,6.03,6.03,6.03,6.03,6.03,,-2.55,-1.5599999999999996,-2.9270000000000005,-8.010000000000002,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-11,6.03,6.03,6.03,6.03,6.03,,-2.55,-1.5599999999999996,-2.9270000000000005,-8.010000000000002,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-12,6.01,6.01,6.01,6.01,6.01,,-2.5700000000000003,-1.58,-2.947000000000001,-8.030000000000001,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-15,6.0,6.0,6.0,6.0,6.0,,-2.59,-1.5999999999999996,-2.9670000000000005,-8.05,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-16,5.86,5.86,5.86,5.86,5.86,,-2.67,-1.6799999999999997,-3.0470000000000006,-8.13,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-17,5.82,5.82,5.82,5.82,5.82,,-2.6799999999999997,-1.6899999999999995,-3.0570000000000004,-8.14,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-18,5.83,5.83,5.83,5.83,5.83,,-2.67,-1.6799999999999997,-3.0470000000000006,-8.13,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-19,5.67,5.67,5.67,5.67,5.67,,-2.76,-1.7699999999999996,-3.1370000000000005,-8.22,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-22,5.56,5.56,5.56,5.56,5.56,,-2.83,-1.8399999999999999,-3.2070000000000007,-8.290000000000001,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-23,5.59,5.59,5.59,5.59,5.59,,-2.84,-1.8499999999999996,-3.2170000000000005,-8.3,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-24,5.56,5.56,5.56,5.56,5.56,,-2.8600000000000003,-1.87,-3.237000000000001,-8.32,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-25,5.56,5.56,5.56,5.56,5.56,,-2.8600000000000003,-1.87,-3.237000000000001,-8.32,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-26,5.41,5.41,5.41,5.41,5.41,,-3.01,-2.0199999999999996,-3.3870000000000005,-8.47,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-29,5.46,5.46,5.46,5.46,5.46,,-2.9800000000000004,-1.9900000000000002,-3.357000000000001,-8.440000000000001,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-11-30,5.42,5.42,5.42,5.42,5.42,,-2.99,-2.0,-3.367000000000001,-8.450000000000001,-4.077469955470847,-9.22242314647377,-0.584568391083562,,-9.915877008815688,
1976-12-01,5.4,5.4,5.4,5.4,5.4,,-3.4400000000000004,-1.7000000000000002,-3.4171199999999997,-8.2,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-02,5.34,5.34,5.34,5.34,5.34,,-3.49,-1.75,-3.4671199999999995,-8.25,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-03,5.31,5.31,5.31,5.31,5.31,,-3.55,-1.8099999999999996,-3.527119999999999,-8.309999999999999,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-06,5.37,5.37,5.37,5.37,5.37,,-3.54,-1.7999999999999998,-3.5171199999999994,-8.3,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-07,5.41,5.41,5.41,5.41,5.41,,-3.5300000000000002,-1.79,-3.5071199999999996,-8.29,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-08,5.43,5.43,5.43,5.43,5.43,,-3.5,-1.7599999999999998,-3.4771199999999993,-8.26,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-09,5.44,5.44,5.44,5.44,5.44,,-3.49,-1.75,-3.4671199999999995,-8.25,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-10,5.31,5.31,5.31,5.31,5.31,,-3.59,-1.8499999999999996,-3.567119999999999,-8.35,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-13,5.43,5.43,5.43,5.43,5.43,,-3.51,-1.7699999999999996,-3.487119999999999,-8.27,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-14,5.39,5.39,5.39,5.39,5.39,,-3.5200000000000005,-1.7800000000000002,-3.49712,-8.280000000000001,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-15,5.38,5.38,5.38,5.38,5.38,,-3.5300000000000002,-1.79,-3.5071199999999996,-8.29,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-16,5.4,5.4,5.4,5.4,5.4,,-3.5300000000000002,-1.79,-3.5071199999999996,-8.29,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-17,5.4,5.4,5.4,5.4,5.4,,-3.5300000000000002,-1.79,-3.5071199999999996,-8.29,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-20,5.34,5.34,5.34,5.34,5.34,,-3.5700000000000003,-1.83,-3.5471199999999996,-8.33,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-21,5.37,5.37,5.37,5.37,5.37,,-3.5600000000000005,-1.8200000000000003,-3.53712,-8.32,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-22,5.34,5.34,5.34,5.34,5.34,,-3.55,-1.8099999999999996,-3.527119999999999,-8.309999999999999,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-23,5.36,5.36,5.36,5.36,5.36,,-3.5700000000000003,-1.83,-3.5471199999999996,-8.33,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-24,5.36,5.36,5.36,5.36,5.36,,-3.5700000000000003,-1.83,-3.5471199999999996,-8.33,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-27,5.37,5.37,5.37,5.37,5.37,,-3.5700000000000003,-1.83,-3.5471199999999996,-8.33,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-28,5.39,5.39,5.39,5.39,5.39,,-3.55,-1.8099999999999996,-3.527119999999999,-8.309999999999999,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-29,5.39,5.39,5.39,5.39,5.39,,-3.5700000000000003,-1.83,-3.5471199999999996,-8.33,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-30,5.38,5.38,5.38,5.38,5.38,,-3.6100000000000003,-1.87,-3.5871199999999996,-8.370000000000001,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1976-12-31,5.34,5.34,5.34,5.34,5.34,,-3.6000000000000005,-1.8600000000000003,-3.57712,-8.36,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-03,5.42,5.42,5.42,5.42,5.42,,-3.5700000000000003,-1.83,-3.5471199999999996,-8.33,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-04,5.5,5.5,5.5,5.5,5.5,,-3.51,-1.7699999999999996,-3.487119999999999,-8.27,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-05,5.48,5.48,5.48,5.48,5.48,,-3.5300000000000002,-1.79,-3.5071199999999996,-8.29,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-06,5.57,5.57,5.57,5.57,5.57,,-3.4800000000000004,-1.7400000000000002,-3.4571199999999997,-8.24,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-07,5.68,5.68,5.68,5.68,5.68,,-3.34,-1.5999999999999996,-3.317119999999999,-8.1,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-10,5.79,5.79,5.79,5.79,5.79,,-3.21,-1.4699999999999998,-3.1871199999999993,-7.97,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-11,5.87,5.87,5.87,5.87,5.87,,-3.13,-1.3899999999999997,-3.107119999999999,-7.89,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-12,5.84,5.84,5.84,5.84,5.84,,-3.1500000000000004,-1.4100000000000001,-3.1271199999999997,-7.91,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-13,5.79,5.79,5.79,5.79,5.79,,-3.2300000000000004,-1.4900000000000002,-3.2071199999999997,-7.99,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-14,5.96,5.96,5.96,5.96,5.96,,-3.13,-1.3899999999999997,-3.107119999999999,-7.89,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-17,5.98,5.98,5.98,5.98,5.98,,-3.13,-1.3899999999999997,-3.107119999999999,-7.89,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-18,6.04,6.04,6.04,6.04,6.04,,-3.0700000000000003,-1.33,-3.0471199999999996,-7.83,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-19,6.02,6.02,6.02,6.02,6.02,,-3.13,-1.3899999999999997,-3.107119999999999,-7.89,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-20,6.01,6.01,6.01,6.01,6.01,,-3.1500000000000004,-1.4100000000000001,-3.1271199999999997,-7.91,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-21,6.02,6.02,6.02,6.02,6.02,,-3.13,-1.3899999999999997,-3.107119999999999,-7.89,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-24,6.09,6.09,6.09,6.09,6.09,,-3.0700000000000003,-1.33,-3.0471199999999996,-7.83,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-25,6.08,6.08,6.08,6.08,6.08,,-3.09,-1.3499999999999996,-3.067119999999999,-7.85,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-26,6.09,6.09,6.09,6.09,6.09,,-3.08,-1.3399999999999999,-3.0571199999999994,-7.84,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-27,6.26,6.26,6.26,6.26,6.26,,-2.9800000000000004,-1.2400000000000002,-2.9571199999999997,-7.74,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-28,6.22,6.22,6.22,6.22,6.22,,-3.01,-1.2699999999999996,-2.987119999999999,-7.77,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-01-31,6.18,6.18,6.18,6.18,6.18,,-3.01,-1.2699999999999996,-2.987119999999999,-7.77,-5.384498220653188,-9.249743062692705,-0.5931867229772125,,-10.032476270808012,
1977-02-01,6.2,6.2,6.2,6.2,6.2,,-2.99,-1.1600000000000001,-2.9327299999999994,-5.93,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-02,6.28,6.28,6.28,6.28,6.28,,-2.9300000000000006,-1.1000000000000005,-2.87273,-5.87,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-03,6.2,6.2,6.2,6.2,6.2,,-2.9400000000000004,-1.1100000000000003,-2.8827299999999996,-5.88,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-04,6.03,6.03,6.03,6.03,6.03,,-3.12,-1.29,-3.0627299999999993,-6.06,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-07,6.04,6.04,6.04,6.04,6.04,,-3.0600000000000005,-1.2300000000000004,-3.0027299999999997,-6.0,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-08,6.06,6.06,6.06,6.06,6.06,,-3.0500000000000007,-1.2200000000000006,-2.99273,-5.99,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-09,6.01,6.01,6.01,6.01,6.01,,-3.0600000000000005,-1.2300000000000004,-3.0027299999999997,-6.0,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-10,6.04,6.04,6.04,6.04,6.04,,-3.0600000000000005,-1.2300000000000004,-3.0027299999999997,-6.0,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-11,6.02,6.02,6.02,6.02,6.02,,-3.04,-1.21,-2.982729999999999,-5.9799999999999995,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-14,6.06,6.06,6.06,6.06,6.06,,-3.0200000000000005,-1.1900000000000004,-2.9627299999999996,-5.96,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-15,6.04,6.04,6.04,6.04,6.04,,-3.04,-1.21,-2.982729999999999,-5.9799999999999995,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-16,6.02,6.02,6.02,6.02,6.02,,-3.0600000000000005,-1.2300000000000004,-3.0027299999999997,-6.0,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-17,5.99,5.99,5.99,5.99,5.99,,-3.1400000000000006,-1.3100000000000005,-3.0827299999999997,-6.08,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-18,6.06,6.06,6.06,6.06,6.06,,-2.99,-1.1600000000000001,-2.9327299999999994,-5.93,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-21,6.06,6.06,6.06,6.06,6.06,,-2.99,-1.1600000000000001,-2.9327299999999994,-5.93,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-22,6.09,6.09,6.09,6.09,6.09,,-2.9800000000000004,-1.1500000000000004,-2.9227299999999996,-5.92,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-23,6.12,6.12,6.12,6.12,6.12,,-2.92,-1.0899999999999999,-2.862729999999999,-5.859999999999999,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-24,6.2,6.2,6.2,6.2,6.2,,-2.9000000000000004,-1.0700000000000003,-2.8427299999999995,-5.84,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-25,6.14,6.14,6.14,6.14,6.14,,-2.92,-1.0899999999999999,-2.862729999999999,-5.859999999999999,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-02-28,6.08,6.08,6.08,6.08,6.08,,-2.95,-1.12,-2.8927299999999994,-5.89,-3.186875933869282,-7.2124589561836325,-0.14723907410865156,,-10.13930697250791,
1977-03-01,6.16,6.16,6.16,6.16,6.16,,-2.91,-1.2699999999999996,-2.7765900000000006,-4.949999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-02,6.12,6.12,6.12,6.12,6.12,,-2.95,-1.3099999999999996,-2.8165900000000006,-4.989999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-03,6.08,6.08,6.08,6.08,6.08,,-2.9700000000000006,-1.33,-2.836590000000001,-5.01,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-04,6.1,6.1,6.1,6.1,6.1,,-2.92,-1.2799999999999994,-2.7865900000000003,-4.959999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-07,6.12,6.12,6.12,6.12,6.12,,-2.9000000000000004,-1.2599999999999998,-2.7665900000000008,-4.9399999999999995,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-08,6.14,6.14,6.14,6.14,6.14,,-2.880000000000001,-1.2400000000000002,-2.746590000000001,-4.92,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-09,6.12,6.12,6.12,6.12,6.12,,-2.9000000000000004,-1.2599999999999998,-2.7665900000000008,-4.9399999999999995,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-10,6.11,6.11,6.11,6.11,6.11,,-2.91,-1.2699999999999996,-2.7765900000000006,-4.949999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-11,6.09,6.09,6.09,6.09,6.09,,-2.96,-1.3199999999999994,-2.8265900000000004,-4.999999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-14,6.06,6.06,6.06,6.06,6.06,,-2.95,-1.3099999999999996,-2.8165900000000006,-4.989999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-15,6.06,6.06,6.06,6.06,6.06,,-2.96,-1.3199999999999994,-2.8265900000000004,-4.999999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-16,6.08,6.08,6.08,6.08,6.08,,-2.96,-1.3199999999999994,-2.8265900000000004,-4.999999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-17,6.14,6.14,6.14,6.14,6.14,,-2.9300000000000006,-1.29,-2.796590000000001,-4.97,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-18,6.08,6.08,6.08,6.08,6.08,,-2.96,-1.3199999999999994,-2.8265900000000004,-4.999999999999999,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
1977-03-21,6.03,6.03,6.03,6.03,6.03,,-2.9700000000000006,-1.33,-2.836590000000001,-5.01,-2.9852922197669995,-6.866177330832236,-0.7609948448010107,,-10.304506874844943,
